LINK,TITLE,LOCATION,SALARY,SUMMARY
https://kr.indeed.com/viewjob?jk=adfabdc55940347c,"Python 신입/경력 정규직, 계약직",에이피에스티 서울 강서구,,인터넷·IT·통신·모바일·게임>응용프로그래머> Python
https://kr.indeed.com/viewjob?jk=0bed88ef176697fd,서버/스토리지 운영 담당자 (~6/27),현대차증권 대한민국,,"운영 경력 7년 이상 * 우대요건 - 금융회사 서버 인프라 운영 경험자 우대 - 스크립트(Perl, Python), 개발언어(C, Java) 작성 가능자 - 오픈소스, 미들웨어, 데이터베이스 운영 경험자 * 공통지원..."
https://kr.indeed.com/viewjob?jk=508842f94e68d789,시스템 엔지니어,한국쓰리엠 5.0 전라남도,,"엔지니어 모집부문 및 자격요건 담당업무 자격요건 근무지 [담당업무]공장제어 시스템 운영 및 개발 C#, Python, or Java 중 1개 이상 활용 가능자 [자격요건]경력사항: 신입, 경력(5년 이상 )학력사항: 대학교..."
https://kr.indeed.com/viewjob?jk=dfb20fa220f3c478,"빅데이터, 인공지능(AI) 외 신입/경력 인턴",스칼라웍스 대한민국,,인공지능)>인공지능(AI)|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>딥러닝
https://kr.indeed.com/viewjob?jk=dcc5319cfdaded5f,Graphics System Architecture,Facebook 경기도,,"organizations 12+ years of experience in programming languages ( Python, C++, Java or R... technical background 8+ years..."
https://kr.indeed.com/viewjob?jk=84fd9f9deb6105b0,"웹개발, Python 외 신입/경력 계약직",쿠바로엠앤씨 서울 강서구,,"주식회사 쿠바로엠앤씨 웹개발, Python 외 신입/경력 계약직 채용 모집... 게임>웹프로그래머>웹개발|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>백엔드|인터넷·IT·통신..."
https://kr.indeed.com/viewjob?jk=c6cbe4d8dd9afcb1,사내 및 서비스 보안 담당자 (경력),네오위즈 대한민국,,"있는 분 - IDS / IPS 패턴 분석 및 Rule 개발 경력이 있는 분 - 각종 스크립트 언어(Perl, Python, shell script 등)의 활용 능력을 갖춘 분 모집기간 채용시 마감 고용형태 정규직"
https://kr.indeed.com/viewjob?jk=7d155eed9eceae77,[빅데이터 분석] 인턴,레드테이블 서울 종로구,"월급 2,000,000원","음식.관광 분야에 배경지식을 갖추신 분 Python, R, SQL, 통계프로그램... 서서류전형, 면접전형/ 우대사항음식.관광 분야에 배경지식을 갖추신 분 Python, R, SQL, 통계프로그램 등을 활용하여 데이터 정제, 분석, 모델..."
https://kr.indeed.com/viewjob?jk=4cd34228af5013fd,DGIST 2019년 제1차 계약직원 공개채용 공고,대구경북과학기술원 대구 현풍면,,"우수자(SPSS, R 등 통계패키지) 외국어(영어) 구사 능력 우수자 Programming(MATLAB, Python, C/C++ 등) 가능자 · 근무기간 : 2019.3.11.~2020.3.10. ※ 단, 재계약 평가에..."
https://kr.indeed.com/viewjob?jk=79304a56b5a6379b,Business Analyst,Numerix 대한민국,,"engineering related research. • Broad working knowledge of Python, Excel (inc. automation skills), Relational DBs, SQL..."
https://kr.indeed.com/viewjob?jk=11e1d4d95297c9f7,한림대학교성심병원 빅데이터센터 경력직 채용공고,한림대학교성심병원 대한민국,,"가. 관련업무 학사 이상 학위 취득자(대졸 이상 4년) 나. NoSQL, Oracle, Sybase, R, Python 가능자 우대 다. Common Data Model 경험자 우대 라. 서버관리/정보보안, 텍스트마이닝 경험..."
https://kr.indeed.com/viewjob?jk=7bb7412bddcd3783,[연계/무료교육] 2021년 소프트웨어 개발자 양성과정 교육생,한국소프트웨어기술진흥협회 서울 송파구,,통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터...
https://kr.indeed.com/viewjob?jk=161101bb76cb7f2d,(전원인턴연계/전액무료) 정보보호산업 맞춤형 인재 양성과정 교육생,한국정보보호산업협회 서울,,로그래머>백엔드|인터넷·IT·통신·모바일·게임>웹프로그래머>프론트엔드|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>ASP.NET|인터넷·IT·통신·모바일·게임>웹프로그래머...
https://kr.indeed.com/viewjob?jk=387c6b57b19a4825,[다음포털] 카카오 콘텐츠 데이터(엔지니어/사이언티스트/모델러) 모집,카카오 4.0 대한민국,,"및 인사이트 도출 모델 평가를 위한 평가 지표 개발 지원자격 팀 커뮤니케이션이 원활하신 분 R, Python으로 능숙한 프로그래밍이 가능하신 분 TensorFlow/Keras, PyTorch, sklearn, Spark..."
https://kr.indeed.com/viewjob?jk=14d562d10c215572,"PHP, Python 신입/경력 정규직",비즈부스터 서울 금천구,,"주식회사 비즈부스터 PHP, Python 개발자 채용 모집부문 및 자격요건 담당업무 자격요건 인원 [담당업무]*당사의 서비스(비즈탑) 솔루션 및 서비... 프로그래머>PHP |인터넷·IT·통신·모바일·게임>웹프로그래머> Python"
https://kr.indeed.com/viewjob?jk=7d1d1203a59ee23b,Support Engineer,Microsoft 4.2 서울,,"Operating System tasks through the use of Powershell, Python, or similar scripting language Experience in one or more..."
https://kr.indeed.com/viewjob?jk=6b59add8d1628fee,SK M&Service 검색 시스템(엘라스틱서치) 개발/운영 담당 경력직...,SK M&Service 서울특별시,,"Java/Spring 기반 개발 경력 7년 이상 분석적 사고, 창의적 사고, 긍정적 마인드 보유 우대 Python 기반 개발 경험 텍스트 기반 분석 및 개발 경험 대용량 데이터 분석 경험 기타 공통사항 - 병역필..."
https://kr.indeed.com/viewjob?jk=970b39a3e7de61d6,IT기획 경력사원,S&I Corp. 서울 강서구,,"5년 이상 (IT기획, 프로젝트 PM/PL, 개발경력 등) - 자격 : 컴퓨터 언어 활용능력 보유 (JAVA, PYTHON) : 데이터베이스(RDBMS) 활용능력 보유 - 우대사항 : IT 예산(HW,SW,인건비) 수립 경험..."
https://kr.indeed.com/viewjob?jk=9acc17c535b42959,2021년 (신입) 전문연구요원 모집,NHN 4.4 성남 판교역,,"병역특례 전문연구요원 - Python/C++/Java/C# 개발 경험... 유연한 사고와 원활한 커뮤니케이션 능력 우대 - C/C++, Python 등 개발 숙련자 우대 공통지원자격(필수) - 해당 분야 석사 이상..."
https://kr.indeed.com/viewjob?jk=806a082758707a8f,Application Engineer III - (E3),Applied Materials Inc. 대한민국,,"trainer. 7. Direct experience of algorithm writing (e.g., R, Python... plus. 8. Travel to international locations at ~25..."
https://kr.indeed.com/viewjob?jk=b95d00f1145e5ef3,(광주취업맛집1위)2021년도 국비 기술교육생,대한상공회의소 광주인력개발원 광주 광산구,,통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터...
https://kr.indeed.com/viewjob?jk=3092c5f8a7bd6652,Python 개발 프리랜서 공고,대성산업 3.0 서울,,"0명 주요업무 -. 시스템 개발 및 운영 -. 시스템 분석/설계 -. 프로그램 개발 지원자격 [자격요건] - Python, Django Framework 기본지식 - HTML/Javascript/jQuery/CSS 기본 지식..."
https://kr.indeed.com/viewjob?jk=9941b739641f430e,"정보시스템, Python 외 경력 정규직",디사인한국연락사무소 경기도 부천,"연봉 40,000,000원 - 50,000,000원",인터넷·IT·통신·모바일·게임>네트워크·서버·보안>정보시스템|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>인공지능(AI)|인터넷·IT·통신·모바일·게임>응용프로그래머...
https://kr.indeed.com/viewjob?jk=abbb8df34c660e0a,"빅데이터, (AI)인공지능 외 신입/경력 인턴 (정규직전환)",스칼라웍스 서울 금천구,,인공지능)>인공지능(AI)|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>딥러닝
https://kr.indeed.com/viewjob?jk=78e99625e5de3c95,전문연구요원 (병역특례) 수시 (AI / HW 분야),딥엑스 성남 분당구,"연봉 40,000,000원 - 100,000,000원","모델의 RTL IP 설계 및 IP 검증 가능자 - Language: Python/Perl, C/C++ [우대 조건] - ARM based SoC 설계... Linux, shell, tcl, python, perl 사용 원활..."
https://kr.indeed.com/viewjob?jk=3d0cc83899a9b37f,[위메프서비스] CI/CD 엔지니어(정규직),위메프 2.8 대한민국,,"배포 경험이 있는 분 [우대사항] - kubernetes 기반 서비스 운영경험이 있는 분 - JAVA, python 등 웹어플리케이션용 개발언어 1개 이상 경험이 있는 분 - 네트워크, 리눅스 기반 관련 지식 보유한 분..."
https://kr.indeed.com/viewjob?jk=40462398c7170442,[기업부설연구소]AI기반 비전시스템 개발 정규직 전문연구원 모집,한국정보공작소 관심기업 대한민국,,"지원자격 경력 1년 이상 undefined 대학교(4년) 우대조건 Python, 미신러닝/딥러닝에 대한 폭넓은 기본지식, 최신 연구논문에 대한 이해... 전공 - 통계학 전공 - 직접 : Python, C++,Tensorflow..."
https://kr.indeed.com/viewjob?jk=cfc7c0bdded5e12a,기업 인공지능(AI) 강사,모두의연구소 대한민국,,"데이터 분석 - 데이터 시각화 - EDA- 머신러닝 기반 예측모델 생성 - 각종 데이터 분석 라이브러리 활용 ( python, pandas, numpy, scipy, matplotlib, seaborn, scikit learn..."
https://kr.indeed.com/viewjob?jk=b10bbd24034a5590,광학솔루션사업부 R&D 신입 석/박사 및 경력사원,LG이노텍 4.1 경기도 안산,,"light Illumination microscopy - 프로그래밍 언어 사용 가능자 (Matlab, Python) [학력] - 박사 이상, 응용물리학 전공자 [모집 구분] - 신입 석/박사, 경력 [모집 분야] - 카메라모..."
https://kr.indeed.com/viewjob?jk=532efeca5032b05e,Junior Consultant,United Nations Development Programme (UNDP) 대전,,programming languages for statistical analysis (e.g. R or Python) or statistical software (e.g. SPSS) and data visualisation...
https://kr.indeed.com/viewjob?jk=754be9e3d78fa802,2021년 상반기 R&D 개발자 (병역특례 가능/경력 무관),네오스텍 인천 연수구,,"담당업무: - 블루투스 메시 기반 위치 추적 솔루션 개발 - 상기 솔루션의 임베디드 펌웨어 개발 - C(필수), Python, Javascript 프로그래밍 언어 사용 - 기술 지원 [자격요건] 경력사항: 무관 (신입도 지원..."
https://kr.indeed.com/viewjob?jk=efec71e8e5ec12ce,"연구, 연구관리 신입/경력 계약직",한국원자력의학원 2.5 서울 노원구,"연봉 40,000,000원 - 50,000,000원",인터넷·IT·통신·모바일·게임>응용프로그래머>머신러닝(ML)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>증강현실(AR)|인터넷·IT·통신·모바일·게임>응용프로그래머...
https://kr.indeed.com/viewjob?jk=55584c627df1acaa,데이터 분석가/사이언티스트(신입/인턴 가능),쏘카 제주도 제주,,"Sheet) 등 데이터 분석 도구를 원활히 다루시거나, 앞으로 원활히 다루고자 하는 의지가 높으신 분 • Python, R 등의 프로그래밍 언어 혹은 데이터 분석 언어를 1개 이상 능숙하게 사용 가능하신 분 전형절차 서류..."
https://kr.indeed.com/viewjob?jk=66cf9fcab574b073,[한양대 에리카] 기업부설연구소 연구원 (신입/경력/인턴),워너버스이노베이션 안산 상록구,,NET|인터넷·IT·통신·모바일·게임>응용프로그래머>C#|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>인공지능(AI)|인터넷·IT·통신·모바일·게임>응용프로그래머...
https://kr.indeed.com/viewjob?jk=4ade52bb05545770,[전국렌터카공제조합] 신입 및 경력직,전국렌터카공제조합 경기도,,웹개발|인터넷·IT·통신·모바일·게임>웹프로그래머>JSP|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>iOS|인터넷·IT·통신·모바일·게임>응용프로그래머>Android...
https://kr.indeed.com/viewjob?jk=a621e7d486f97ea5,2021 ICT 이노베이션 블록체인&AI 교육생,재단법인경남테크노파크 창원 마산회원구,,게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임... 로그래머>인공지능(AI)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>머신러닝(ML)|인터넷...
https://kr.indeed.com/viewjob?jk=c80b67aa02a7b226,인공지능연구소 우수인력 초빙 - 연구원 및 연구관리직 -,광주과학기술원 광주 북구,,"기술 컴퓨터사이언스, 머신러닝, 컴파일러, 자연언어 처리, 네트워킹, 지능형 센서 관련 지식 Python/Java/C++/Web/App/API 프로그래밍, 딥러닝, 자연어처리, TCP/IP 등에 대한 지식 필요기술..."
https://kr.indeed.com/viewjob?jk=8b0ab14d618b6f94,동진쎄미켐 각 부문 신입 및 경력사원 대규모 채용,동진세미캠 경기도 화성,,"이상 - 전공 : 컴퓨터공학, 정보통신학 계열 - 우대사항 1) 전산 관련 전공 및 자격증 소지자 2) Python, JAVA, MS-SQL, 오라클 ERP 경험자 3) 어학 우수자 (영어) 0명 서울 본사 (상암..."
https://kr.indeed.com/viewjob?jk=de8dda97b31b027d,Deep Learning Engineer Intern,Intel 4.1 서울,,optimization strategies Programming skills with Python/C++ Experience working with one or more deep learning frameworks...
https://kr.indeed.com/viewjob?jk=4adac8923476d038,프랭클린템플턴투신운용 Junior Trader (Quant base 필수...,프랭클린템플턴투신 대한민국,,"object-oriented programming and intermediate programming proficiency in Python, R or MATLAB, and SQL are essential. Licenses..."
https://kr.indeed.com/viewjob?jk=9b0a4fe4f3f044ad,전장부품사업부 신입(석사)/경력사원,LG이노텍 4.1 서울 마곡역,,"컴퓨터/소프트웨어공학 전공자 (신입은 석사, 경력은 학사 이상 학위 소지자) - C/C++/MFC, Python, Matlab 프로그램 가능자 - 영상/신호처리/ISP개발 유경험자 - Business 영어회화 가능자..."
https://kr.indeed.com/viewjob?jk=0ab1df9aef7219de,대체투자팀(AI) 대리~부장급 (~6/27),이스트스프링자산운용 대한민국,,"Quants. - Proficiency with programming language; VBA, Python and etc. - Patriots/Veterans' family... advantaged. 4. 면접..."
https://kr.indeed.com/viewjob?jk=24f218152e74e560,(정규직 ) 데이터 분석 시스템 개발자 (Python),주)씽크풀 서울 영등포구,,통신·모바일·게임>빅데이터·AI(인공지능)>빅데이터|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>데이터베이...
https://kr.indeed.com/viewjob?jk=f971c284b5403203,2021년 한국도로공사 전문직(데이터분석전문가),한국도로공사 경상북도,,"년 이상 해당분야 경력이 있는 자 - 해당분야 학사학위 취득 후 6년 이상 해당분야 경력이 있는 자 3. Python, R, Java 등 1개 이상의 프로그래밍 능력 보유자 결격사유 제8조 (결격사유) 다음 각호의 1에 해당..."
https://kr.indeed.com/viewjob?jk=d3e388157ad2a66f,에프앤가이드 - 각 부문 (전문연구요원 포함),에프앤가이드 대한민국,,"이공계열 석사학위 이상 취득(예정)자 - 우대사항 : ㆍ SQL, python, R 개발경험 소유자 디지털금융팀 - 담당업무 : ㆍ마이데이터 및... 문을 이해/구현 가능한 분 ㆍ Python 등의 언어를 이용한 서비스 개발..."
https://kr.indeed.com/viewjob?jk=e36b281df2933890,[위메프서비스] E-Commerce 데이터엔지니어/NLP개발자(정규직),위메프 2.8 대한민국,,개발 경력 3년 이상 - 분산파일 시스템 Hadoop 및 Spark 경험이 있는 분 - Java 및 Python 개발 능력을 보유한 분(중급 이상) - Hadoop Ecosysterm 운영 및 유지보수 경험이 있는 분...
https://kr.indeed.com/viewjob?jk=4698c0e2364b5576,[넥슨·엔씨소프트등] 자바·파이썬 응용SW 개발자 양성교육 · 동종업계...,한국직업전문학교 서울 구로구,,통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임... 웹프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>웹개발|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷...
https://kr.indeed.com/viewjob?jk=4d62f108017056a2,백엔드개발 인공지능바이오제약코스닥기업,대한민국,,"선과 신규 서비스의 UI, 기능을 설계 및 개발"" ※ 자격조건 - python 개발 경험(기본) - non-sql DB, sql DB 중 1개 이상... 사용 경험 - 풀스택 개발자 - python, C# 동시 사용"" 기타정보..."
https://kr.indeed.com/viewjob?jk=43f8edb38c7888c7,[위메프오] 서버개발자(정규직),위메프 2.8 대한민국,,"데이터베이스 분산설계 및 미들웨어 개발 [자격사항] - 서버 프로그래밍 언어(PHP, Go, C/C++, Python, Java) 중 1개 이상 사용이 가능한 분 - 자료구조, 알고리즘, 분산처리 등 SW관련 기본지식 보유..."
https://kr.indeed.com/viewjob?jk=06d133676285b02e,보안 분야,NHN 4.4 성남 판교역,,"계층별/영역별 취약점에 대한 충분한 이해 - CVE 보안취약점 분석 및 대응 역량 - C, Java, Python 등을 통한 업무 자동화 및 분석도구 개발 경험 - 리버스 엔지니어링에 능숙하거나 다수의 버그바운티 참여..."
https://kr.indeed.com/viewjob?jk=b602108c31558329,리서치분야 석사이상 경력직,케이지제로인 대한민국,,"티팩터 리서치 2. 펀드, 금융 및 재무데이터 분석 3. 기업재무 관련 리서치 4. 기관 컨설팅 5. R, Python을 활용한 로직 개발 자격 요건 석사이상, 경력 3년이상, 경제학, 재무금융 전공자 우대사항 CFA..."
https://kr.indeed.com/viewjob?jk=f468f742037501ae,[TmaxTibero/기술] DBMS 제품 QA 신입 및 경력,티맥스소프트 성남 분당구,,베이스/ 소프트웨어공학 전공자 - 데이터베이스 연관 3rd Party 제품 기술지원 경험자 - Java/C/ Python/shell 초급 개발자/경험자 - S/W QA 경험자 - CDC 제품 사용 경험자 - Unix/Linux...
https://kr.indeed.com/viewjob?jk=368e303e15b6bdb7,AI Engineer,GE Appliances 경기도 성남,,"lite, TensorRT. 5+ years of programming experience in Python, C/C++ Experiences working on deep learning model optimization..."
https://kr.indeed.com/viewjob?jk=5e7dc1196f13b938,"NAVER, LINE 서비스 플랫폼 운영",NIT Service 성남 삼평동,,"유하신 분 - 프로그래밍 언어( python, java, c언어 등) 초급... System, WEB/WAS, DB운영 경험 - 프로그래밍 언어( python, java, c언어 등) 중급 이상 - 국가보훈대상자 및 장애인은..."
https://kr.indeed.com/viewjob?jk=15edcadd124ad99a,매칭 데이터분석,Nexon 성남 분당구,,"최적화 된 모델을 적용하고 평가합니다. 지원자격 [이런 경험을 가진 파티원을 찾습니다.] - SQL, Python 등의 언어를 통해 데이터를 가공한 경험이 있는 분을 찾습니다. - 문제에 적합한 머신러닝 모델을 선택하고..."
https://kr.indeed.com/viewjob?jk=8339b6fce67c485d,"웹,앱 개발자/임베디드개발자/블록체인개발자/서버관리자 정규직",위고컴퍼니 서울 서초구,,인터넷·IT·통신·모바일·게임>응용프로그래머>자바스크립트|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>시스템프로그래머>임베디드(Embedded)|인터넷·IT·통신·모바일·게임>네트워...
https://kr.indeed.com/viewjob?jk=2ba9d984a21e03b1,[전문연구요원] R&D 부문 개발자 병역특례,스칼라웍스 서울 금천구,,"Data Analysis (R, SQL 등의 활용 능력 우대)3) Python Application 관련 개발 업무 (코딩 또는 문제해결) 4) ML... 게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임..."
https://kr.indeed.com/viewjob?jk=e97e5ff34697d5a9,[KRAFTON] 음성 (TTS/STT) 딥러닝 엔지니어,PUBG 서울,,험을 보유하신 분 독창적인 기술 제시 및 문제 해결을 위한 프로그래밍 능력을 보유하신 분 (C/C++/ Python/shell 등) 오픈소스 기반 딥 러닝 프레임워크 활용 능력을 보유하신 분 (PyTorch/TensorFlow...
https://kr.indeed.com/viewjob?jk=31c8ae4a133b5147,SW(모바일앱 및 웹개발) 신입/경력 정규직 개발자,더조인 서울 강남구,,통신·모바일·게임>응용프로그래머>Android|인터넷·IT·통신·모바일·게임>응용프로그래머>iOS|인터넷·IT·통신·모바일·게임>응용프로그래머>인공지능(AI)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python
https://kr.indeed.com/viewjob?jk=74cf47be676133ff,DGIST 미래자동차융합연구센터 계약직 연구원 및 연수연구원 공개 초빙...,대구경북과학기술원 대구 현풍면,,"기술개발 우대 사항 우대사항 - S/W개발능력, C,C++, Python,Matlab 등 능숙자 - 자율주행 및 ADAS관련 프로젝트 참여경... W개발능력, C,C++, Python,Matlab 등 능숙자 - 자율주행..."
https://kr.indeed.com/viewjob?jk=c40cc19fea34b701,System Engineering 유명포털기업,경기도,,"경험 (트러블슈팅, 성능테스트, 벤치마크 등) - 운영에 필요한 도구 개발 역량 (Shell / PHP / Python 등 하나 이상의 개발) - 서버 관리 환경 (모니터링, 설정관리, 프로비저닝 등) 구축 경험 ※ 우대사..."
https://kr.indeed.com/viewjob?jk=5158175feb7b77e8,"경력사원 상시채용(웹/모바일 개발, 인프라/보안)",현대아이티엔이 서울 대치동,,"서버/네트워크 인프라 지식 및 기술 보유자 [우대사항] -웹/앱/인프라 모의해킹 경험자 -프로그램( Python,, C, JAVA) 보안 개발 및 시큐어 코딩 가능자 -End-point 보안 취약점 조치 가능자 -보안..."
